Zip,Median,Mean,Pop
46404,28033,35503,17326
78562,21915,35524,2868
44112,27087,35539,33504
41635,26383,35541,3056
43205,23001,35543,14980
76544,33468,35566,24830
4459,26576,35567,918
28039,23884,35575,379
38114,26137,35578,26905
39204,27757,35587,19917
32426,30421,35596,942
14301,23498,35600,14247
41263,25042,35606,525
43146,30598,35620,6150
38107,27228,35630,17473
64132,27648,35633,13802
46016,28174,35635,19225
31045,28636,35640,73
89101,29139,35641,50493
42539,26148,35648,10026
71638,22151,35651,3794
63548,30766,35654,1287
46320,26532,35662,15508
4983,31691,35681,1257
26209,31537,35681,112
88347,27195,35682,82
88349,27195,35682,30
88350,27195,35682,326
88354,27195,35682,173
56671,30726,35694,2772
42167,28914,35725,8145
78521,26141,35726,93808
37879,27625,35730,10634
49338,27573,35733,1268
53204,27482,35744,42355
78122,28192,35751,418
55805,27505,35767,10597
85009,26901,35772,52520
87320,28013,35786,813
38930,24061,35787,28163
31063,25579,35797,5666
48214,24171,35799,32588
35203,15842,35805,3798
87364,22745,35816,1191
42717,28234,35818,6558
25951,26993,35825,6208
44114,22793,35828,4081
47713,25817,35832,11032
43620,22114,35844,7258
39656,23954,35846,880
29570,29636,35849,3913
49022,27009,35863,32155
17101,28896,35877,2016
63941,29200,35878,371
63120,27100,35880,10296
28208,27448,35883,35954
4667,31185,35896,1489
29594,29699,35903,121
97441,26713,35911,230
28340,24801,35914,11462
4671,31185,35918,528
75203,27046,35918,15721
25976,24667,35926,2663
12305,29049,35929,6140
79415,29805,35931,17689
41339,21636,35932,10957
30310,26367,35938,26912
74839,28825,35938,812
87375,25005,35942,3244
46406,28730,35948,9900
60472,25305,35948,5390
24013,28761,35954,8684
71334,24906,35972,9839
38617,21472,35998,965
38631,21472,35998,1592
38644,21472,35998,245
40868,26759,36001,1100
25977,25657,36008,155
25985,25657,36008,430
36862,30884,36016,5811
38639,21471,36019,1665
41397,25225,36027,64
17104,26748,36033,20306
17760,26151,36036,713
17764,26151,36036,2510
17778,26151,36036,179
87013,27648,36038,5742
28007,30213,36040,606
15148,28235,36045,2884
85542,25818,36068,3196
73570,24693,36071,1277
41731,20507,36073,1023
79835,26161,36085,12690
38879,24388,36089,1100
41180,26327,36099,1087
74901,26494,36099,2186
13810,29719,36107,788
40810,22115,36110,1548
16121,28619,36117,6017
39638,27520,36122,3597
24292,31357,36129,535
86033,26993,36135,7844
74438,27135,36145,201
74845,27135,36145,498
37902,24413,36152,1586
25141,24421,36153,195
25285,24421,36153,595
38748,24927,36153,5351
15219,22397,36155,19320
64109,22017,36155,9931
27801,29138,36157,22533
41254,22515,36157,571
65791,24842,36159,4585
37841,27889,36161,9605
42603,24833,36161,130
48933,26661,36161,2686
23607,27069,36170,24519
83203,30229,36174,309
26750,27407,36186,891
36033,27647,36186,4291
79907,25992,36192,55132
38553,32012,36203,2312
66105,32071,36205,2858
36849,17181,36206,3150
39213,26051,36207,26212
78560,24776,36211,4368
74941,27849,36213,2437
14215,28968,36218,39927
29592,28503,36222,1197
86511,26450,36224,3694
24225,30063,36225,1697
24256,27972,36232,3491
45033,32832,36235,260
30411,31265,36260,4371
41149,17375,36263,733
78741,28600,36263,44935
31051,29375,36275,187
29567,34286,36289,564
24226,28690,36297,1433
92410,30544,36299,47466
80631,27778,36300,43568
33605,28373,36301,17073
30522,27078,36306,829
32433,26980,36309,11815
35442,23125,36310,4972
78721,30019,36317,11425
97523,25167,36334,5871
97534,25167,36334,729
27849,25987,36354,1541
27872,25987,36354,413
38771,24165,36360,3552
30631,23227,36362,1767
27847,26108,36384,991
29405,27767,36384,26328
36740,21920,36384,1328
97531,25306,36387,402
35221,27213,36391,4834
78580,23002,36398,14963
77028,27764,36402,16808
46201,29410,36409,30962
41257,22335,36416,390
71272,21864,36424,1893
41544,26031,36432,931
72670,28244,36435,99
32440,29390,36436,6487
39063,24275,36438,4054
21223,28463,36441,31070
78542,25862,36450,53511
41636,24850,36451,984
38923,22500,36461,1365
42410,26858,36466,1460
42440,26858,36466,748
80010,29469,36467,39728
24089,29897,36468,2528
8102,23719,36474,9865
39363,29328,36477,1993
38703,26011,36480,17192
37313,26083,36485,1731
48234,27754,36489,46363
38575,32272,36491,1172
41124,26476,36491,1039
25517,28127,36492,2071
41513,27306,36502,590
37765,26086,36516,546
28364,28568,36523,13983
87325,27448,36533,3596
78021,25598,36536,107
77703,26682,36539,15006
72650,30597,36541,4362
78873,29186,36542,1788
39160,22550,36543,2960
74521,28578,36544,295
24217,30267,36549,406
49765,29360,36551,4013
29133,28365,36560,1044
24237,29818,36562,1192
72904,29662,36576,21893
64123,29917,36583,10387
35218,25061,36587,7353
28543,32660,36602,6399
26273,27667,36614,2041
26294,27667,36614,729
72068,28540,36618,424
72082,28540,36618,1935
29899,26646,36620,1244
21205,29050,36626,18272
44108,24770,36633,36564
32254,31642,36640,13570
72433,31934,36651,3067
24620,23193,36659,2774
28383,25339,36660,7717
63863,26280,36662,6359
38301,27599,36663,36613
8103,27980,36666,15898
37640,27684,36682,3743
79845,25969,36682,5010
31007,29578,36685,1117
81334,32500,36686,1493
41204,27822,36703,560
41558,26213,36706,809
78852,27900,36717,46186
75932,29386,36729,1437
33054,27113,36738,29058
45780,27590,36747,2951
38646,28119,36753,3864
60636,28861,36753,40916
78338,48333,36756,37
78385,48333,36756,277
25054,28566,36757,426
25134,28566,36757,423
25214,28566,36757,614
40734,28342,36757,3764
41159,26691,36771,583
25958,28897,36779,851
99207,31829,36780,30854
65464,30694,36781,492
50314,29616,36782,12465
39086,28574,36788,2012
38652,27124,36789,12785
25972,28893,36791,299
27831,28349,36792,4072
38916,27661,36813,5406
39159,27212,36820,4392
74536,28803,36820,1643
25904,26918,36826,365
24269,29524,36834,324
24272,29524,36834,527
40856,26293,36838,756
34950,29042,36840,15436
65571,32350,36841,2134
39501,28535,36842,25586
78211,30527,36845,31944
37366,34573,36855,828
41647,25299,36856,1815
61820,26670,36859,36964
31041,35694,36862,988
41559,28342,36874,339
63965,29107,36875,2697
63566,30183,36876,125
28019,34544,36877,101
28076,34544,36877,592
74549,27944,36881,126
75977,28729,36882,750
90037,29130,36882,62276
31705,28735,36883,35565
24016,24883,36886,9047
14207,26253,36887,22986
40769,23574,36892,18507
41164,26469,36904,11668
85626,30077,36908,1021
97331,24506,36909,1836
38565,32385,36914,1098
41465,22990,36915,11979
25113,25614,36920,957
39330,28762,36920,2569
37359,29235,36925,504
24738,30315,36931,308
25666,26897,36932,654
76463,24419,36933,277
28301,24917,36934,18629
36858,26199,36934,441
79107,29043,36940,33844
78832,24388,36953,3598
30354,29580,36962,14857
25962,30411,36964,3806
72639,31920,36964,683
72141,27095,36970,625
41619,25433,36975,599
57770,31113,36977,5271
72645,27777,36978,1867
39474,26447,36979,6974
41839,25188,36979,1193
29351,29944,36982,1563
26280,28059,36987,1710
93261,28991,36988,3099
42633,26136,36992,20065
74558,28872,36992,492
78214,28470,36992,23341
48504,30226,36993,37508
35447,27124,37003,3460
38621,27765,37006,2098
24935,29684,37027,688
24962,29684,37027,186
25035,28841,37027,1112
93201,29028,37031,1348
60644,26299,37032,48648
49896,30355,37034,1291
31037,26309,37041,4313
37729,30865,37056,1456
57570,23247,37060,2064
57572,23247,37060,1847
31810,27377,37063,225
23851,31109,37068,10600
89026,32228,37068,981
89039,32228,37068,327
89046,32228,37068,803
70801,30719,37073,13
10039,28692,37075,21738
72529,32821,37077,4726
45695,31592,37078,662
78226,28708,37079,6644
25235,24445,37084,949
72332,24716,37087,104
38751,26144,37097,13411
29817,28898,37098,4913
78359,26895,37105,1944
18218,30777,37114,2294
72365,27510,37115,3146
64776,29083,37128,3395
33130,27499,37130,26108
64750,31186,37143,423
38610,31127,37146,2822
79770,34853,37147,33
79785,34853,37147,91
28330,27737,37150,317
68131,25933,37150,13139
41861,25585,37154,108
33493,30547,37157,4926
16354,29783,37160,10237
45715,30535,37178,1915
44055,28797,37179,22837
25234,24448,37192,1200
25261,24448,37192,335
25268,24448,37192,871
63939,29273,37196,1430
39862,32966,37198,1326
71654,23876,37201,4671
28726,32535,37202,3020
46225,28947,37214,7319
63955,31050,37219,288
10035,23302,37222,31078
42275,28068,37226,883
65608,29580,37230,9403
39631,26684,37234,3656
78543,19973,37240,8447
32805,27620,37242,21810
23523,23842,37254,7793
14620,28442,37257,18758
27839,27457,37259,3784
28719,27898,37263,7273
49935,27514,37265,6420
38759,26603,37269,1389
95568,28920,37275,136
96039,28920,37275,1251
96049,28920,37275,95
96086,28920,37275,338
41142,27791,37280,91
40914,27132,37284,467
29565,29729,37288,7127
63763,29651,37295,223
63951,29651,37295,331
76119,30484,37303,42761
19013,27524,37315,38560
24846,28850,37329,244
71438,29819,37330,1218
44485,29365,37334,19520
37683,28631,37339,13021
68503,30677,37340,15690
39366,24984,37346,1597
35462,25773,37350,5061
17948,29826,37365,5680
85714,29823,37371,15009
40818,25996,37372,110
40820,25996,37372,581
40863,25996,37372,502
38622,28559,37373,772
78569,24155,37375,4039
25984,28731,37376,1886
70119,27500,37384,31065
39867,27218,37385,321
36590,33621,37390,20
65779,26330,37396,2207
38041,31338,37397,5085
24504,26760,37398,9777
85321,28419,37399,4435
45638,26645,37403,19128
31096,25265,37413,7395
65774,27436,37415,953
72335,28074,37418,20121
25133,26417,37437,922
81004,28844,37449,25540
93702,29663,37453,48607
72482,28983,37454,1241
13210,23759,37458,27631
24634,29367,37460,574
26722,30097,37466,599
48750,30006,37471,7742
28743,33464,37472,2318
41655,27143,37484,896
43610,30325,37484,6848
38080,26273,37486,2568
75966,27275,37487,5371
25831,28049,37489,1421
86054,23950,37489,1935
30413,29105,37492,1575
4481,31005,37498,563
37367,29076,37507,10247
4463,31016,37515,2868
26282,28620,37520,60
31765,29855,37520,2647
24981,30274,37522,631
88081,26489,37525,10180
4478,33194,37527,296
4925,33194,37527,110
4985,33194,37527,90
37407,23313,37527,8932
31206,27999,37535,29072
71043,21316,37537,546
71044,21316,37537,657
25864,24073,37540,309
85337,27044,37540,2793
77030,25226,37548,4952
67213,31731,37549,21368
45650,30093,37550,437
42370,35000,37556,28
77011,27113,37557,19547
32603,19165,37562,6741
30807,30678,37564,92
29148,28225,37572,6230
95814,26669,37574,9922
67843,32105,37575,165
74340,30981,37586,226
74350,30981,37586,782
74367,30981,37586,517
33513,30902,37590,10016
78355,24078,37591,7081
30821,30702,37595,882
72392,27068,37595,481
39209,29673,37600,34820
90813,28806,37605,56379
49307,25011,37606,16103
29163,30093,37607,1975
86020,28386,37609,1941
63935,29363,37612,10158
29580,24295,37615,1450
38077,25288,37617,43
79846,26632,37619,104
64790,31726,37622,861
38564,28979,37624,453
19801,26798,37629,16286
41828,26667,37629,808
41859,26667,37629,349
41862,26667,37629,952
36010,27944,37631,4677
72640,29205,37636,385
41746,22500,37642,835
41760,22500,37642,35
76706,32570,37645,35015
65704,30870,37648,4047
63953,30626,37655,1635
32208,29084,37662,25958
74577,26477,37662,114
74949,26477,37662,328
72004,29527,37675,1311
72152,29527,37675,429
72175,29527,37675,354
26349,27786,37681,132
8608,22446,37684,976
36736,25833,37686,1207
38962,31317,37688,197
48229,29010,37690,11228
31832,19787,37697,217
29081,30988,37698,1352
43222,24904,37700,5655
57658,30195,37700,446
97473,28055,37705,337
31062,30912,37712,495
95327,30604,37713,6216
31315,35846,37720,7488
44707,30618,37733,10303
29545,26581,37740,1657
39176,23813,37743,2355
31077,32078,37748,1275
37665,28218,37748,5589
46802,29811,37750,11086
41562,30784,37752,2807
40983,20200,37754,352
74860,34063,37756,1541
72542,30744,37772,3826
14303,26198,37794,6926
27203,29743,37802,20050
74115,31250,37802,23797
40419,29710,37806,4621
86003,28729,37809,23
86035,28729,37809,1802
41166,28420,37820,919
57622,27578,37825,318
57623,27578,37825,1042
25152,28296,37826,368
75241,30498,37828,27066
42321,30000,37830,327
42323,30000,37830,793
42326,30000,37830,460
77060,31048,37832,40830
72415,31239,37835,1346
15906,29839,37844,12340
11212,27911,37846,85400
12725,29960,37847,170
33147,29739,37854,46933
36744,29545,37858,7419
75976,31188,37858,827
25637,29878,37859,936
35765,28339,37860,4013
15845,31814,37861,3602
13602,35767,37863,4456
25674,26889,37867,3202
85008,28761,37870,51045
31824,23789,37875,1838
24260,32046,37876,5734
41538,28549,37876,97
63829,27031,37879,1120
87724,28488,37882,50
88353,28488,37882,563
88417,28488,37882,16
88435,28488,37882,3511
38568,29288,37889,2034
78559,26038,37890,12751
95811,28474,37890,7595
36205,25548,37891,635
36451,23369,37894,4977
41174,28711,37899,1122
42153,30741,37907,326
74829,34186,37907,1452
63821,27029,37908,970
74471,33748,37908,1554
36482,21195,37913,1090
40815,26153,37929,1534
24245,27686,37931,1129
63952,32531,37934,408
41064,27416,37936,2073
30451,37209,37943,33
31068,33060,37946,5425
44509,29899,37951,13444
21636,35968,37952,681
34947,31408,37954,12186
71209,19219,37957,154
68849,30154,37960,550
33150,27809,37964,27811
55003,31458,37967,1764
74883,30087,37974,2763
25119,28520,37989,444
49444,30229,37989,28796
96057,32283,37989,1355
49202,32008,38003,19368
27536,27796,38009,18516
31627,32928,38014,239
75702,30221,38015,27069
19124,29285,38026,62905
38235,30685,38033,441
38258,30685,38033,1500
40489,32339,38033,4109
38850,31678,38037,3299
39421,34766,38041,3131
35217,28832,38049,13729
56626,32418,38049,429
25523,31773,38052,2647
24363,32131,38053,1365
72629,29339,38054,629
41773,23816,38062,1273
72376,25874,38063,1977
70091,20938,38067,275
37779,30225,38068,3978
72533,27802,38068,416
72663,27802,38068,361
39846,27208,38075,2440
79904,28262,38075,35060
76519,31949,38086,371
74126,29977,38089,12860
72680,27880,38092,807
65702,30499,38094,473
71068,28440,38095,3231
24017,32714,38100,23392
29596,33084,38103,2424
34475,28751,38103,12177
64783,32170,38107,775
25164,27340,38110,1257
87319,24639,38113,2045
29303,30236,38116,25058
49854,29296,38121,5669
29160,32709,38122,6352
58370,32364,38122,1345
25639,29711,38126,608
79821,28312,38129,7142
37762,26516,38133,3126
76201,28367,38134,27107
35212,32738,38135,11539
78140,31076,38135,3380
45205,28921,38137,22003
77020,28685,38148,25464
38860,28256,38150,6234
64744,31929,38156,7836
26810,30055,38162,329
38554,30006,38162,827
58379,32446,38168,271
26717,29556,38169,1170
29341,32855,38169,15360
36032,28614,38169,2339
26660,28799,38176,255
97810,32546,38178,474
38760,25000,38182,1075
17810,33254,38183,3673
36742,24930,38186,2554
65724,28119,38186,1392
26852,29654,38187,869
37917,29885,38187,24072
41643,25162,38187,194
32641,30112,38189,14291
65548,26711,38191,5908
72051,28202,38191,622
42541,28424,38197,531
42566,28424,38197,660
40442,31130,38204,1136
77036,28529,38206,71969
29138,31792,38207,8815
48633,32869,38207,256
55411,30663,38208,31858
31601,28722,38210,32730
37228,24026,38210,1160
85017,31956,38214,38872
25671,28617,38215,1286
72560,30899,38216,8754
40819,34886,38220,729
95428,28090,38222,2516
41141,29689,38225,2461
49631,30939,38227,5437
75972,25352,38234,6620
25625,30591,38235,1452
37643,30146,38235,31694
65603,32524,38236,206
40873,33727,38244,2390
92275,30466,38245,1506
24250,27974,38248,1319
52802,32566,38248,10868
2723,30338,38251,16231
78879,29016,38265,264
28434,26852,38271,1459
39194,26788,38271,20720
65338,30885,38273,3046
39743,22030,38274,2277
40824,32267,38275,559
70426,27357,38277,6342
74946,33547,38277,181
39307,27509,38278,18115
4451,28899,38279,311
70501,28183,38288,31358
32096,31391,38293,2620
63111,30602,38294,20313
27866,29509,38305,690
35904,32488,38306,14194
28554,24344,38308,150
29055,30025,38316,4337
72340,27406,38318,90
42733,31919,38319,1454
78220,30467,38329,15965
36768,32954,38330,1032
40854,29422,38334,1213
27942,25648,38341,1051
27986,25648,38341,1520
70340,29518,38342,109
44505,29131,38347,22118
44302,26045,38349,6489
93703,31730,38351,31868
74427,34268,38352,1249
45405,28502,38357,23379
38542,30213,38365,22
85545,30252,38366,583
90003,30912,38369,66266
37722,30364,38370,6056
76435,26289,38374,612
17729,29454,38376,223
16627,30188,38398,2294
74761,28669,38404,96
85348,30061,38404,2786
26148,30051,38412,245
26178,30051,38412,587
42567,31408,38414,6007
68504,33559,38418,14455
29512,26895,38419,19514
99040,32096,38419,734
36863,29225,38425,11403
